State,Mode,Year,Commute mode share (percent)
North Carolina,Carpool,2020,0.083013852
North Carolina,Drove alone,2020,0.722957247
North Carolina,Bicycle,2019,0.001573122
North Carolina,Walked,2019,0.01781285
North Carolina,"Taxi, motorcycle, or other",2019,0.013178743
North Carolina,Public transportation,2019,0.011261349
North Carolina,Worked at home,2019,0.067083682
North Carolina,Carpool,2019,0.087366989
North Carolina,Drove alone,2019,0.801723265
North Carolina,Bicycle,2018,0.001627331
North Carolina,Walked,2018,0.017981117
North Carolina,"Taxi, motorcycle, or other",2018,0.010780891
North Carolina,Public transportation,2018,0.009720563
North Carolina,Worked at home,2018,0.060290911
North Carolina,Carpool,2018,0.093136374
North Carolina,Drove alone,2018,0.806462813
North Carolina,Bicycle,2017,0.002156118
North Carolina,Walked,2017,0.017332204
North Carolina,"Taxi, motorcycle, or other",2017,0.010362421
North Carolina,Public transportation,2017,0.009691131
North Carolina,Worked at home,2017,0.061015825
North Carolina,Carpool,2017,0.088500214
North Carolina,Drove alone,2017,0.810942086
North Carolina,Bicycle,2016,0.001985082
North Carolina,Walked,2016,0.01721766
North Carolina,"Taxi, motorcycle, or other",2016,0.011422164
North Carolina,Public transportation,2016,0.010354288
North Carolina,Worked at home,2016,0.054034517
North Carolina,Carpool,2016,0.091515446
North Carolina,Drove alone,2016,0.813470843
North Carolina,Bicycle,2015,0.002258442
North Carolina,Walked,2015,0.01751105
North Carolina,"Taxi, motorcycle, or other",2015,0.010631188
North Carolina,Public transportation,2015,0.011117839
North Carolina,Worked at home,2015,0.05028819
North Carolina,Carpool,2015,0.094199081
North Carolina,Drove alone,2015,0.81399421
North Carolina,Bicycle,2014,0.002509814
North Carolina,Walked,2014,0.018036315
North Carolina,"Taxi, motorcycle, or other",2014,0.010397415
North Carolina,Public transportation,2014,0.011389515
North Carolina,Worked at home,2014,0.047186812
North Carolina,Carpool,2014,0.096885244
North Carolina,Drove alone,2014,0.813594884
North Carolina,Bicycle,2013,0.002136976
North Carolina,Walked,2013,0.018552113
North Carolina,"Taxi, motorcycle, or other",2013,0.011327834
North Carolina,Public transportation,2013,0.01129771
North Carolina,Worked at home,2013,0.045270863
North Carolina,Carpool,2013,0.100300345
North Carolina,Drove alone,2013,0.811114159
North Carolina,Bicycle,2012,0.00284998
North Carolina,Walked,2012,0.019291309
North Carolina,"Taxi, motorcycle, or other",2012,0.010570397
North Carolina,Public transportation,2012,0.011467231
North Carolina,Worked at home,2012,0.044881328
North Carolina,Carpool,2012,0.105353587
North Carolina,Drove alone,2012,0.805586168
North Carolina,Bicycle,2011,0.002217101
North Carolina,Walked,2011,0.017192097
North Carolina,"Taxi, motorcycle, or other",2011,0.012004758
North Carolina,Public transportation,2011,0.011727979
North Carolina,Worked at home,2011,0.047129898
North Carolina,Carpool,2011,0.099387381
North Carolina,Drove alone,2011,0.810340785
North Carolina,Bicycle,2010,0.002417977
North Carolina,Walked,2010,0.018094651
North Carolina,"Taxi, motorcycle, or other",2010,0.009279389
North Carolina,Public transportation,2010,0.010438979
North Carolina,Worked at home,2010,0.040419365
North Carolina,Carpool,2010,0.100615842
North Carolina,Drove alone,2010,0.818733797
North Dakota,Bicycle,2022,0.0028182
North Dakota,Walked,2022,0.034189285
North Dakota,"Taxi, motorcycle, or other",2022,0.008447281
North Dakota,Public transportation,2022,0.00293776
North Dakota,Worked at home,2022,0.076245132
North Dakota,Carpool,2022,0.087705814
North Dakota,Drove alone,2022,0.787656526
North Dakota,Bicycle,2021,0.002339831
North Dakota,Walked,2021,0.030412775
North Dakota,"Taxi, motorcycle, or other",2021,0.012681833
North Dakota,Public transportation,2021,0.002664039
North Dakota,Worked at home,2021,0.08922019
North Dakota,Carpool,2021,0.077199341
North Dakota,Drove alone,2021,0.78548199
North Dakota,"Taxi, motorcycle, or other",2020,0.047591493
North Dakota,Public transportation,2020,0.00335715
North Dakota,Worked at home,2020,0.093334897
North Dakota,Carpool,2020,0.077981733
North Dakota,Drove alone,2020,0.777734726
North Dakota,Bicycle,2019,0.002513009
North Dakota,Walked,2019,0.031640731
North Dakota,"Taxi, motorcycle, or other",2019,0.012387482
North Dakota,Public transportation,2019,0.007077856
North Dakota,Worked at home,2019,0.035988557
North Dakota,Carpool,2019,0.084894819
North Dakota,Drove alone,2019,0.825497546
North Dakota,Bicycle,2018,0.002056731
North Dakota,Walked,2018,0.033923515
North Dakota,"Taxi, motorcycle, or other",2018,0.010394014
North Dakota,Public transportation,2018,0.007371624
North Dakota,Worked at home,2018,0.037364776
North Dakota,Carpool,2018,0.087313233
North Dakota,Drove alone,2018,0.821576108
North Dakota,Bicycle,2017,0.005089536
North Dakota,Walked,2017,0.038245566
North Dakota,"Taxi, motorcycle, or other",2017,0.007066606
North Dakota,Public transportation,2017,0.005274655
North Dakota,Worked at home,2017,0.046311814
North Dakota,Carpool,2017,0.081785534
North Dakota,Drove alone,2017,0.816226289
North Dakota,Bicycle,2016,0.005807496
North Dakota,Walked,2016,0.029389671
North Dakota,"Taxi, motorcycle, or other",2016,0.007157159
North Dakota,Public transportation,2016,0.005270585
North Dakota,Worked at home,2016,0.051215806
North Dakota,Carpool,2016,0.099476143
North Dakota,Drove alone,2016,0.801683139
North Dakota,Bicycle,2015,0.00217238
North Dakota,Walked,2015,0.038429849
North Dakota,"Taxi, motorcycle, or other",2015,0.005356723
North Dakota,Public transportation,2015,0.003703933
North Dakota,Worked at home,2015,0.044791113
North Dakota,Carpool,2015,0.086034169
North Dakota,Drove alone,2015,0.819511833
North Dakota,Bicycle,2014,0.002861591
North Dakota,Walked,2014,0.034876928
North Dakota,"Taxi, motorcycle, or other",2014,0.006922374
North Dakota,Public transportation,2014,0.00665989
North Dakota,Worked at home,2014,0.052646071
North Dakota,Carpool,2014,0.083482803
North Dakota,Drove alone,2014,0.812550342
North Dakota,Bicycle,2013,0.005107081
North Dakota,Walked,2013,0.04530342
North Dakota,"Taxi, motorcycle, or other",2013,0.010946693
North Dakota,Public transportation,2013,0.004333281
North Dakota,Worked at home,2013,0.043634591
North Dakota,Carpool,2013,0.100962865
North Dakota,Drove alone,2013,0.789712069
North Dakota,Bicycle,2012,0.003566815
North Dakota,Walked,2012,0.038201071
North Dakota,"Taxi, motorcycle, or other",2012,0.006166179
North Dakota,Public transportation,2012,0.003800705
North Dakota,Worked at home,2012,0.055766706
North Dakota,Carpool,2012,0.097478777
North Dakota,Drove alone,2012,0.795019748
North Dakota,Bicycle,2011,0.006498779
North Dakota,Walked,2011,0.039184851
North Dakota,"Taxi, motorcycle, or other",2011,0.00685877
North Dakota,Public transportation,2011,0.003940951
North Dakota,Worked at home,2011,0.057363028
North Dakota,Carpool,2011,0.095064609
North Dakota,Drove alone,2011,0.791089012
North Dakota,Bicycle,2010,0.005900123
North Dakota,Walked,2010,0.038321619
North Dakota,"Taxi, motorcycle, or other",2010,0.010727497
North Dakota,Public transportation,2010,0.006867265
North Dakota,Worked at home,2010,0.051500321
North Dakota,Carpool,2010,0.086439722
North Dakota,Drove alone,2010,0.800243453
Ohio,Bicycle,2022,0.0029169
Ohio,Walked,2022,0.019484805
Ohio,"Taxi, motorcycle, or other",2022,0.011638626
Ohio,Public transportation,2022,0.009904492
Ohio,Worked at home,2022,0.130267635
Ohio,Carpool,2022,0.077706378
Ohio,Drove alone,2022,0.748081164
Ohio,Bicycle,2021,0.002510608
Ohio,Walked,2021,0.018360753
Ohio,"Taxi, motorcycle, or other",2021,0.011449391
Ohio,Public transportation,2021,0.00811132
Ohio,Worked at home,2021,0.14847887
Ohio,Carpool,2021,0.072404179
Ohio,Drove alone,2021,0.738684878
Ohio,"Taxi, motorcycle, or other",2020,0.033734422
Ohio,Public transportation,2020,0.0107551
Ohio,Worked at home,2020,0.132586681
Ohio,Carpool,2020,0.066992544
Ohio,Drove alone,2020,0.755931253
Ohio,Bicycle,2019,0.002600561
Ohio,Walked,2019,0.022764524
Ohio,"Taxi, motorcycle, or other",2019,0.009778538
Ohio,Public transportation,2019,0.015015443
Ohio,Worked at home,2019,0.04588563
Ohio,Carpool,2019,0.080149517
Ohio,Drove alone,2019,0.823805786
Ohio,Bicycle,2018,0.003121594
Ohio,Walked,2018,0.022042491
Ohio,"Taxi, motorcycle, or other",2018,0.009020131
Ohio,Public transportation,2018,0.015823016
Ohio,Worked at home,2018,0.044043349
Ohio,Carpool,2018,0.082284098
Ohio,Drove alone,2018,0.823665322
Ohio,Bicycle,2017,0.002894323
Ohio,Walked,2017,0.020881451
Ohio,"Taxi, motorcycle, or other",2017,0.009136719
Ohio,Public transportation,2017,0.014563826
Ohio,Worked at home,2017,0.042487076
Ohio,Carpool,2017,0.076624421
Ohio,Drove alone,2017,0.833412184
Ohio,Bicycle,2016,0.003082792
Ohio,Walked,2016,0.023369099
Ohio,"Taxi, motorcycle, or other",2016,0.008973172
Ohio,Public transportation,2016,0.015984232
Ohio,Worked at home,2016,0.043109046
Ohio,Carpool,2016,0.074855656
Ohio,Drove alone,2016,0.830626003
Ohio,Bicycle,2015,0.002741462
Ohio,Walked,2015,0.023641649
Ohio,"Taxi, motorcycle, or other",2015,0.008552737
Ohio,Public transportation,2015,0.017782989
Ohio,Worked at home,2015,0.037242854
Ohio,Carpool,2015,0.077757141
Ohio,Drove alone,2015,0.832281167
Ohio,Bicycle,2014,0.003163734
Ohio,Walked,2014,0.02186511
Ohio,"Taxi, motorcycle, or other",2014,0.007711039
Ohio,Public transportation,2014,0.017021955
Ohio,Worked at home,2014,0.036380316
Ohio,Carpool,2014,0.078266025
Ohio,Drove alone,2014,0.835591821
Ohio,Bicycle,2013,0.003307198
Ohio,Walked,2013,0.022405763
Ohio,"Taxi, motorcycle, or other",2013,0.008375499
Ohio,Public transportation,2013,0.01686375
Ohio,Worked at home,2013,0.034852158
Ohio,Carpool,2013,0.077877777
Ohio,Drove alone,2013,0.836317856
Ohio,Bicycle,2012,0.003050816
Ohio,Walked,2012,0.023844522
Ohio,"Taxi, motorcycle, or other",2012,0.008845303
Ohio,Public transportation,2012,0.015611196
Ohio,Worked at home,2012,0.034462474
Ohio,Carpool,2012,0.081445778
Ohio,Drove alone,2012,0.83273991
Ohio,Bicycle,2011,0.002967162
Ohio,Walked,2011,0.023028699
Ohio,"Taxi, motorcycle, or other",2011,0.00859079
Ohio,Public transportation,2011,0.016538288
Ohio,Worked at home,2011,0.03418347
Ohio,Carpool,2011,0.081805302
Ohio,Drove alone,2011,0.832886287
Ohio,Bicycle,2010,0.002971055
Ohio,Walked,2010,0.022581593
Ohio,"Taxi, motorcycle, or other",2010,0.006627237
Ohio,Public transportation,2010,0.016711665
Ohio,Worked at home,2010,0.035499419
Ohio,Carpool,2010,0.077501829
Ohio,Drove alone,2010,0.838107203
Oklahoma,Bicycle,2022,0.001982275
Oklahoma,Walked,2022,0.017411879
Oklahoma,"Taxi, motorcycle, or other",2022,0.011898573
Oklahoma,Public transportation,2022,0.002836195
Oklahoma,Worked at home,2022,0.094292567
Oklahoma,Carpool,2022,0.093654587
Oklahoma,Drove alone,2022,0.777923925
Oklahoma,Bicycle,2021,0.00201077
Oklahoma,Walked,2021,0.017594663
Oklahoma,"Taxi, motorcycle, or other",2021,0.016041065
Oklahoma,Public transportation,2021,0.001775138
Oklahoma,Worked at home,2021,0.104031293
Oklahoma,Carpool,2021,0.086814882
Oklahoma,Drove alone,2021,0.771732188
Oklahoma,"Taxi, motorcycle, or other",2020,0.030033379
Oklahoma,Public transportation,2020,0.002817945
Oklahoma,Worked at home,2020,0.093701131
Oklahoma,Carpool,2020,0.089757157
Oklahoma,Drove alone,2020,0.783690388
Oklahoma,Bicycle,2019,0.002383739
Oklahoma,Walked,2019,0.01458284
Oklahoma,"Taxi, motorcycle, or other",2019,0.013291065
Oklahoma,Public transportation,2019,0.004258715
Oklahoma,Worked at home,2019,0.044186201
Oklahoma,Carpool,2019,0.094779785
Oklahoma,Drove alone,2019,0.826517654
Oklahoma,Bicycle,2018,0.002100425
Oklahoma,Walked,2018,0.019755702
Oklahoma,"Taxi, motorcycle, or other",2018,0.011709042
Oklahoma,Public transportation,2018,0.004614972
Oklahoma,Worked at home,2018,0.04143853
Oklahoma,Carpool,2018,0.095277053
Oklahoma,Drove alone,2018,0.825104276
Oklahoma,Bicycle,2017,0.002936933
Oklahoma,Walked,2017,0.019085481
Oklahoma,"Taxi, motorcycle, or other",2017,0.010675902
Oklahoma,Public transportation,2017,0.003288288
Oklahoma,Worked at home,2017,0.04276035
Oklahoma,Carpool,2017,0.098263461
Oklahoma,Drove alone,2017,0.822989585
Oklahoma,Bicycle,2016,0.002759197
Oklahoma,Walked,2016,0.017054749
Oklahoma,"Taxi, motorcycle, or other",2016,0.011688424
Oklahoma,Public transportation,2016,0.005008416
Oklahoma,Worked at home,2016,0.042822475
Oklahoma,Carpool,2016,0.094894504
Oklahoma,Drove alone,2016,0.825772237
Oklahoma,Bicycle,2015,0.002269793
Oklahoma,Walked,2015,0.017462867
Oklahoma,"Taxi, motorcycle, or other",2015,0.011652449
Oklahoma,Public transportation,2015,0.003972857
Oklahoma,Worked at home,2015,0.037493836
Oklahoma,Carpool,2015,0.102149895
Oklahoma,Drove alone,2015,0.824998304
Oklahoma,Bicycle,2014,0.002937522
Oklahoma,Walked,2014,0.017385559
Oklahoma,"Taxi, motorcycle, or other",2014,0.011554601
Oklahoma,Public transportation,2014,0.004295488
Oklahoma,Worked at home,2014,0.035922576
Oklahoma,Carpool,2014,0.104609195
Oklahoma,Drove alone,2014,0.82329506
Oklahoma,Bicycle,2013,0.002742479
Oklahoma,Walked,2013,0.016825862
Oklahoma,"Taxi, motorcycle, or other",2013,0.01077151
Oklahoma,Public transportation,2013,0.005305923
Oklahoma,Worked at home,2013,0.033590676
Oklahoma,Carpool,2013,0.097060405
Oklahoma,Drove alone,2013,0.833703145
Oklahoma,Bicycle,2012,0.002276082
Oklahoma,Walked,2012,0.020499597
Oklahoma,"Taxi, motorcycle, or other",2012,0.01297646
Oklahoma,Public transportation,2012,0.004338168
Oklahoma,Worked at home,2012,0.033212129
Oklahoma,Carpool,2012,0.103855667
Oklahoma,Drove alone,2012,0.822841898
Oklahoma,Bicycle,2011,0.002658715
Oklahoma,Walked,2011,0.018625425
Oklahoma,"Taxi, motorcycle, or other",2011,0.011346413
Oklahoma,Public transportation,2011,0.005068625
Oklahoma,Worked at home,2011,0.034371578
Oklahoma,Carpool,2011,0.108557167
Oklahoma,Drove alone,2011,0.819372077
Oklahoma,Bicycle,2010,0.002446821
Oklahoma,Walked,2010,0.017514184
Oklahoma,"Taxi, motorcycle, or other",2010,0.011395922
Oklahoma,Public transportation,2010,0.005253469
Oklahoma,Worked at home,2010,0.041450821
Oklahoma,Carpool,2010,0.11162609
Oklahoma,Drove alone,2010,0.810312692
Oregon,Bicycle,2022,0.012596954
Oregon,Walked,2022,0.036021605
Oregon,"Taxi, motorcycle, or other",2022,0.013825118
Oregon,Public transportation,2022,0.0209401
Oregon,Worked at home,2022,0.189632621
Oregon,Carpool,2022,0.085738407
Oregon,Drove alone,2022,0.641245195
Oregon,Bicycle,2021,0.010683776
Oregon,Walked,2021,0.030189484
Oregon,"Taxi, motorcycle, or other",2021,0.011879153
Oregon,Public transportation,2021,0.016520057
Oregon,Worked at home,2021,0.226549041
Oregon,Carpool,2021,0.078190336
Oregon,Drove alone,2021,0.625988153
Oregon,"Taxi, motorcycle, or other",2020,0.059797961
Oregon,Public transportation,2020,0.025338102
Oregon,Worked at home,2020,0.185102757
Oregon,Carpool,2020,0.080152942
Oregon,Drove alone,2020,0.649608238
Oregon,Bicycle,2019,0.019466127
Oregon,Walked,2019,0.037795698
Oregon,"Taxi, motorcycle, or other",2019,0.013162867
Oregon,Public transportation,2019,0.046686786
Oregon,Worked at home,2019,0.072880269
Oregon,Carpool,2019,0.094704525
Oregon,Drove alone,2019,0.715303728
Oregon,Bicycle,2018,0.019618991
Oregon,Walked,2018,0.03910763
Oregon,"Taxi, motorcycle, or other",2018,0.01206208
Oregon,Public transportation,2018,0.042272177
Oregon,Worked at home,2018,0.074641607
Oregon,Carpool,2018,0.094809581
Oregon,Drove alone,2018,0.717487935
Oregon,Bicycle,2017,0.020376794
Oregon,Walked,2017,0.03715154
Oregon,"Taxi, motorcycle, or other",2017,0.01033253
Oregon,Public transportation,2017,0.044596798
Oregon,Worked at home,2017,0.073580621
Oregon,Carpool,2017,0.097153434
Oregon,Drove alone,2017,0.716808282
Oregon,Bicycle,2016,0.022494467
Oregon,Walked,2016,0.036160678
Oregon,"Taxi, motorcycle, or other",2016,0.010813139
Oregon,Public transportation,2016,0.043556342
Oregon,Worked at home,2016,0.066151896
Oregon,Carpool,2016,0.097207685
Oregon,Drove alone,2016,0.723615794
Oregon,Bicycle,2015,0.025456241
Oregon,Walked,2015,0.037863659
Oregon,"Taxi, motorcycle, or other",2015,0.01041362
Oregon,Public transportation,2015,0.048499054
Oregon,Worked at home,2015,0.063316639
Oregon,Carpool,2015,0.102384294
Oregon,Drove alone,2015,0.712066493
Oregon,Bicycle,2014,0.025701012
Oregon,Walked,2014,0.039673778
Oregon,"Taxi, motorcycle, or other",2014,0.011902976
Oregon,Public transportation,2014,0.046529254
Oregon,Worked at home,2014,0.063525238
Oregon,Carpool,2014,0.107800983
Oregon,Drove alone,2014,0.704866759
Oregon,Bicycle,2013,0.024400848
Oregon,Walked,2013,0.040253924
Oregon,"Taxi, motorcycle, or other",2013,0.010886638
Oregon,Public transportation,2013,0.042895244
Oregon,Worked at home,2013,0.063202648
Oregon,Carpool,2013,0.102507392
Oregon,Drove alone,2013,0.715853305
Oregon,Bicycle,2012,0.024672498
Oregon,Walked,2012,0.045705862
Oregon,"Taxi, motorcycle, or other",2012,0.0100601
Oregon,Public transportation,2012,0.041398171
Oregon,Worked at home,2012,0.06155659
Oregon,Carpool,2012,0.104245422
Oregon,Drove alone,2012,0.712361357
Oregon,Bicycle,2011,0.022652313
Oregon,Walked,2011,0.038570849
Oregon,"Taxi, motorcycle, or other",2011,0.010936567
Oregon,Public transportation,2011,0.043274581
Oregon,Worked at home,2011,0.063994173
Oregon,Carpool,2011,0.102284397
Oregon,Drove alone,2011,0.71828712
Oregon,Bicycle,2010,0.022468591
Oregon,Walked,2010,0.039141722
Oregon,"Taxi, motorcycle, or other",2010,0.00962648
Oregon,Public transportation,2010,0.042197652
Oregon,Worked at home,2010,0.064920204
Oregon,Carpool,2010,0.099992555
Oregon,Drove alone,2010,0.721652796
Pennsylvania,Bicycle,2022,0.005160307
Pennsylvania,Walked,2022,0.031982857
Pennsylvania,"Taxi, motorcycle, or other",2022,0.014580209
